,Unnamed: 0,name,latitude,longitude,is_similar
110,110,kAbqVgEBpxFnnee,12.96141321,77.57019867,1.0
111,111,lTtlymCLWsWZWsVq,12.87696321,77.73722145,1.0
112,112,lTtlymCLWsWZWsV,12.87673497,77.73676928,1.0
113,113,iBRAngLgCvBRSdG,13.02433908,77.56113474,0
114,114,OQwFZvRDfaPmST,13.02359602,77.61059259,1.0
115,115,OQwFZvRDfaXPmST,13.0229522,77.61072906,1.0
116,116,phXvLqAWrLDZhtd,12.88268889,77.66603176,0
117,117,UHFkwweTReUSDKq,12.98506841,77.64400192,0
118,118,NibgfyKYxNWbeKLg,12.91328486,77.64198737,1.0
119,119,NibgfyKYxNWbeKL,12.91389187,77.64292344,1.0
120,120,qJppelDtodtuwlS,13.06542173,77.6967317,0
121,121,oUvkVqDnWziwqkHa,12.86031539,77.71437757,1.0
122,122,oUvkVqDnWziwqkH,12.85951774,77.71387691,1.0
123,123,gJCMWixYCxiCsRi,12.89060617,77.45334686,0
124,124,AFqPgmEocwIFzLt,13.02030556,77.54426001,0
125,125,ToRGkjGtfriNKrG,13.07633664,77.50825743,0
126,126,uSpRTMsPPxpYrXYN,12.89346796,77.46530154,1.0
127,127,uSpRTMsPPxpYrXY,12.8930565,77.46607831,1.0
128,128,FWnMoObNBQumEbF,12.99260036,77.62052875,0
129,129,LXeVIjVTvcHGAuR,13.04168761,77.64935555,0
130,130,VbKDuThUkVhCEke,13.07860616,77.7223663,0
131,131,jpwlGIswRSROHnHt,13.04131613,77.55980603,1.0
132,132,jpwlGIswRSROHnH,13.04137554,77.55885516,1.0
133,133,iULvrIPjlCxIbaS,12.88775625,77.5365935,0
134,134,dqBETBbjtnmCjfyH,12.98860048,77.5720966,1.0
135,135,dqBETBbjtnmCjfy,12.9887294,77.57301755,1.0
136,136,nLZxHFpewcAGrx,12.863799,77.64452529,1.0
137,137,nLZxHFpbewcAGrx,12.86385784,77.64525981,1.0
138,138,uvzKVBQcyXHtZVW,13.07281791,77.6962507,0
139,139,QzpbfuMOwCwbYwA,12.92404671,77.53196518,0
140,140,SHOpYBxDzUqDXVC,12.99388132,77.49047282,0
141,141,ppNmjapNRDwzKSG,12.85577323,77.46353823,0
142,142,VDpxVLdUJWsrQRd,13.0165377,77.66186594,0
143,143,NIhGiaebgXkNTXz,12.90344896,77.61073602,0
144,144,vbzvUUZmcsYlSNW,12.99692542,77.60442642,0
145,145,tKPqearmjjeXJKF,12.86043553,77.68204501,0
146,146,tQJDehlAWgvqTVj,12.94638308,77.73090427,0
147,147,YlJipaMJEgYDLGL,12.85566093,77.70590251,0
148,148,sybMQAzuUVMldcW,12.92319608,77.73550459,0
149,149,kNhxxUpqqPJLmeh,12.90008894,77.52488981,0
150,150,DoogkGPglaOVapTC,13.04136705,77.68444569,1.0
151,151,DoogkGPglaOVapT,13.04128267,77.68541159,1.0
152,152,AfxToToeaPWvZWPw,13.04710662,77.60154707,1.0
153,153,AfxToToeaPWvZWP,13.04793998,77.60200775,1.0
154,154,oktOgZVpMgzkIoQ,13.04352344,77.60829813,0
155,155,dYtwXpiLZZGKyXp,12.91862829,77.60075689,0
156,156,NnvpamKFZgFAymr,12.95603152,77.74012493,0
157,157,epgERAsQdMmYvlWO,13.07155663,77.47753799,1.0
158,158,epgERAsQdMmYvlW,13.07123212,77.47760893,1.0
159,159,OIuTonvpKemVxgj,13.0058949,77.44596757,0
160,160,cJsgpIDaapwLLzL,12.98537262,77.50694462,0
161,161,QGKQMGFUVAUvHwbi,12.95693668,77.70543799,1.0
162,162,QGKQMGFUVAUvHwb,12.95770286,77.70571514,1.0
163,163,xbqFuavSOQEbmvv,12.8739781,77.5724454,0
164,164,jXlmRpRPbcSCigw,12.88871668,77.68973237,0
165,165,zPSWlKdbuVOtkqR,13.01197464,77.66341523,0
166,166,ZxqUVgjukCQVYmT,12.93490366,77.72460942,0
167,167,cNiURThlENYskRGc,12.98476039,77.69799223,1.0
168,168,cNiURThlENYskRG,12.98379327,77.69712206,1.0
169,169,DBhEnsjgbbSoIUZY,13.07286689,77.46666114,1.0
170,170,DBhEnsjgbbSoIUZ,13.07276436,77.46578817,1.0
171,171,tNKXZupORAhTcLB,13.08963594,77.73822511,0
172,172,XfKIVKiFANgrzFL,12.92785866,77.52022848,0
173,173,eDSyWpjMyyocOyY,12.92334853,77.67778596,0
174,174,mMwvSDnetrjTSDh,12.95678006,77.47937814,0
175,175,kKcvnpZxEITgtWn,13.06920524,77.74304771,0
176,176,jsCAcWwwZaVQJWj,12.996604,77.67329173,0
177,177,IpIbcehVaYtLLQH,13.03674631,77.49266374,0
178,178,UwyonqUKbSPzXSa,12.9179939,77.60333463,0
179,179,pXiQXYXRSplaDGz,12.90456523,77.52698705,0
180,180,BKDioYovhahsMLe,13.08510126,77.4527782,0
181,181,AxKufLnhldOPnv,12.86534346,77.52254096,1.0
182,182,AxKufWLnhldOPnv,12.86453359,77.52222344,1.0
183,183,NdDtvDjHpfaPiyH,12.88531773,77.67983335,0
184,184,zqRqksOVHZNxmRj,12.87630747,77.54438748,0
185,185,pttxSxLaIpzZxHx,13.0746746,77.57028659,0
186,186,KdTDLHVuPULRgFl,12.94081081,77.70197592,0
187,187,WWNOGyYeqfvkmmx,12.86092816,77.69970491,0
188,188,TOKCbBDbOFiAkeE,13.04858405,77.46829898,0
189,189,JIisjtNghRsdZr,13.03734047,77.55605579,1.0
190,190,JKIisjtNghRsdZr,13.03800229,77.55518971,1.0
191,191,KMXYsjDVZBtjByM,12.96493712,77.64424296,0
192,192,wybMltMlRsyUSZUm,12.99332458,77.47070937,1.0
193,193,wybMltMlRsyUSZU,12.99264553,77.47036483,1.0
194,194,eZhnAOaNvkrmaZd,12.97645102,77.69596626,0
195,195,HhAfeqRCcyXQQMC,13.00331059,77.71872418,0
196,196,IUIUrQnxTdPuvgN,12.87738032,77.62435024,0
197,197,NvfVdgksiTNCgpF,12.8975894,77.72644444,0
198,198,LrmrIIpDnzxnKEfZ,13.02000691,77.63064691,1.0
199,199,LrmrIIpDnzxnKEf,13.01995854,77.63117947,1.0
200,200,JPDlSIxcnMvREbx,12.99378448,77.54732492,0
201,201,LGohaCXZoyALWDM,12.85982887,77.64417158,0
202,202,hsGOVBKAoXyAoNB,12.85445025,77.44794147,0
203,203,NjBuSQsdLLpocYw,12.91486517,77.62069408,0
204,204,XWyBWdhElXWkSsU,12.97371043,77.614359,0
205,205,KLbWzaMSxQizCvS,12.86608053,77.6778207,0
206,206,jQWgMYpmzAHYzHe,12.94565178,77.4822252,0
207,207,KxRKKqiAJLYhYMB,12.96009339,77.69009934,0
208,208,xKYRkBITsRosvMx,12.95759521,77.65464294,0
209,209,NRfshQaysaMRWIA,12.86474615,77.47818832,0
210,210,joTFJKovMIUVQtvT,13.02408021,77.61917823,1.0
211,211,joTFJKovMIUVQtv,13.02313643,77.61888564,1.0
212,212,kpqhwoqJYWmaitW,13.08573377,77.4901042,0
213,213,UWPAOdWOoDDQLsI,12.94164894,77.54177971,0
214,214,IfCkjzOQKtbPJee,12.8621816,77.46421703,0
215,215,KdTUHUUKLYARyfX,12.99237072,77.69933522,0
216,216,fEvlCaVXFFuAHzk,13.0878618,77.5532462,0
217,217,lLKnbTkIlrLJifE,12.88152578,77.46534213,0
218,218,GVuGPdbPLNDBxgc,13.08262035,77.67532088,0
219,219,UAuIbMnrqHgViZv,12.94206573,77.73847981,0
220,220,ukAcnnNJEQJefQP,13.060271,77.65621047,0
221,221,ArnQxoKYkDZyFatX,13.05004888,77.61627523,1.0
222,222,ArnQxoKYkDZyFat,13.05093302,77.6154149,1.0
223,223,ooeqqlxEaLOhdIr,12.95584811,77.57710088,0
224,224,OAAObErlxdVkOet,12.91261779,77.6401051,0
225,225,hefDlnEonRQwJmB,13.08886052,77.62559194,0
226,226,CnRfsPRFUuNJhw,12.92632596,77.61283747,1.0
227,227,CnRfsPRFUuNJhAw,12.92583049,77.61288428,1.0
228,228,ryFAGHHkenZGxjN,13.05390596,77.68370116,0
229,229,dtMmdVfCfDeIbiL,12.86923006,77.63807034,0
230,230,jpHAiXjdJjPimTc,12.96852484,77.58890616,0
231,231,AtAdbtgwGLoFlic,12.87193945,77.59814322,0
232,232,NRWiVJWuPOCeZVU,12.98014523,77.59174941,0
233,233,BQpBtdNGIRjYTRUm,12.85611945,77.69788929,1.0
234,234,BQpBtdNGIRjYTRU,12.85636785,77.69812096,1.0
235,235,sSoPpXKpdFYXxHF,13.07467261,77.45991592,0
236,236,glFalYEzWEsaqSX,13.02371107,77.54687108,0
237,237,JdJPAWxkuCCAKrx,13.09522672,77.73503176,0
238,238,qNgKGyXMCehfNnW,12.95301425,77.54120878,0
239,239,dzuXQcYlKqAjgZJ,12.92054263,77.58031383,0
240,240,tnEYDnFDJouBjHY,13.09107988,77.6508267,0
241,241,lWndPrbYBwtVjA,12.94878951,77.65649655,1.0
242,242,lWndPrbYBwtVjAU,12.94874789,77.65738604,1.0
243,243,EkkrUCSmBLTSTz,12.97266174,77.66617968,1.0
244,244,EkkrUCSmBLTSTzC,12.97227366,77.66638536,1.0
245,245,fsQDbbsUZCWicXN,13.05937872,77.59086556,0
246,246,hwqgDBUcZbgmHxzw,12.98380445,77.62490629,1.0
247,247,hwqgDBUcZbgmHxz,12.98325809,77.62456361,1.0
248,248,KFAzSYSuqRxBxBz,12.93862602,77.50084224,0
249,249,TadhTexQbIhorfb,12.87364188,77.63736943,0
250,250,pXRWmAVyotyqYtH,13.07641665,77.54604294,0
251,251,UlwrkwvpctzsLBG,13.02933632,77.51380417,0
252,252,RciNFriZVRkMnhL,12.95972504,77.65200543,0
253,253,tSPaHnvEbJJEjru,12.86478118,77.51605084,0
254,254,wdsAMecxiDrAamd,13.02627291,77.69457204,0
255,255,UDwbAQBMeUPfXca,13.01178861,77.4953313,0
256,256,FFPXMGtUqxDXodv,12.94304809,77.61179468,0
257,257,OhHSbmTBeTbmTKz,13.00414299,77.57626911,0
258,258,kcLzdPeCnkqlhlv,12.88916237,77.4668416,0
259,259,kJwjWmAbRrpSeFW,13.04901532,77.70099858,0
260,260,BQyMXKoPTHzzoZm,12.86225319,77.69304178,0
261,261,ExGKmWBmEbrgrzX,12.86222373,77.48145978,0
262,262,acketlKpXhcGiMcw,13.02290091,77.72603845,1.0
263,263,acketlKpXhcGiMc,13.02381356,77.72701595,1.0
264,264,yOmcagHtiMsceOH,12.92132981,77.65404871,0
265,265,zsXGztDGTiYIiKk,13.00283795,77.67110016,0
266,266,biSfdxNiyizULhFr,13.01405843,77.68870919,1.0
267,267,biSfdxNiyizULhF,13.01466811,77.68940312,1.0
268,268,KqNJrejuJqrVjwan,12.88150247,77.65193118,1.0
269,269,KqNJrejuJqrVjwa,12.88202623,77.65240043,1.0
270,270,GDVQKUQtzFJBWkY,13.00233717,77.7155415,0
271,271,JwWgwFfCibUbkmx,12.92125324,77.65875185,0
272,272,vKPmBXuxEARXlZg,13.083755,77.73490609,0
273,273,hGTRCNOMzcyxMag,12.94248034,77.68637184,0
274,274,KmyDmxIapLOKhiW,12.85930043,77.62225386,0
275,275,oPsIbIGTAWgckJf,12.87593251,77.68085992,0
276,276,WWPDDTjjKNMDtap,12.94176028,77.54600124,0
277,277,hiYBsWslVlovoPY,13.03515014,77.71643426,0
278,278,lYSgWGNZnYmBGDF,12.98403493,77.63529444,0
279,279,kqWIMeaoZrwqGW,12.88045008,77.71691689,1.0
280,280,kqWIdMeaoZrwqGW,12.8802571,77.7161951,1.0
281,281,IWHcGBYNHUYKZOJ,12.96779584,77.46720127,0
282,282,zhaWaYdsRLmTooJ,12.98895949,77.52393824,0
283,283,hDZCNhmjBxZkXDv,13.0478097,77.66422931,0
284,284,HFdKKRkHUmdOVqw,13.00340552,77.62266594,0
285,285,rGkCicxdHNhBRWc,13.07146532,77.44629197,0
286,286,ccfGqYGPOcwLBwZ,12.91142727,77.56110917,0
287,287,IXkWqTDSNvXiafO,13.09470116,77.64107443,0
288,288,HLuSmtUuvqhoyMY,13.06212559,77.50885443,0
289,289,OdlpurLXUGhiCaS,12.93361026,77.61415034,0
290,290,kLjDePipuNdQYRY,12.86647894,77.58657476,0
291,291,nvdUvfplxjiPYGLK,12.93627132,77.55350705,1.0
292,292,nvdUvfplxjiPYGL,12.93594207,77.5527763,1.0
293,293,wyahFihpVcSJdck,12.99927475,77.55183663,0
294,294,jsvMAeBSSLnbfSv,12.88161617,77.45850959,0
295,295,docNiWIhtusveKq,13.09073737,77.65700944,0
296,296,OqJijwWCfiglkf,12.99564794,77.72774753,1.0
297,297,OqJijwWCfigslkf,12.99654552,77.72680079,1.0
298,298,hTEBAWYvcKuAvNuA,13.04051054,77.44930125,1.0
299,299,hTEBAWYvcKuAvNu,13.04069183,77.4495803,1.0
300,300,XNerJTBBvYyqRNc,12.90248701,77.45840396,0
301,301,PfbzjRwwQMklEiD,12.89796523,77.73997539,0
302,302,CYuBtPCgDJFWZz,12.87199334,77.50966818,1.0
303,303,CYuBtPCgDJFWZLz,12.87297278,77.50920974,1.0
304,304,LOgdSCRsXuMQLJ,12.96783657,77.52564738,1.0
305,305,LOgNdSCRsXuMQLJ,12.96842349,77.52635916,1.0
306,306,NKPftpjZlAggUCv,12.93173649,77.48186013,0
307,307,bgRZHJqNIwPCuMI,13.06765511,77.63704131,0
308,308,ZAJnKCFBinARdsn,13.00164405,77.62958002,0
309,309,ZWJQYMoZEoklxce,12.86307497,77.71872802,0
310,310,JSYIWDDWPYOeWqO,12.87793385,77.48893868,0
311,311,VKbZbsWmEVpAxYQ,12.85569442,77.66597271,0
312,312,wRehcKJMtKwLNkl,12.97872706,77.56493963,0
313,313,KjfmIWbZbjJvRHL,12.90558158,77.70819279,0
314,314,ElUlHRrHhaEfcxX,13.00939415,77.62518681,0
315,315,biQyPcWBIzkwZDl,12.87518709,77.64271437,0
316,316,tbmgCjpsBBaQtEq,12.98729108,77.68729161,0
317,317,GJwyCyMNEySoQlS,12.89787431,77.71540553,0
318,318,UmJKGtRBtZMvAiH,12.94608527,77.56985894,0
319,319,iFmSXJZYvhzcuQL,13.09671521,77.73976603,0
320,320,HHfmFmqtRRrFqud,13.05058677,77.60248187,0
321,321,UdmPbaSQHXYUjXZ,12.90561273,77.53067755,0
322,322,RZXzrxjpGnUnpzq,12.87933751,77.66047714,0
323,323,owcPWlILgqCOtpM,12.88520196,77.58790443,0
324,324,jOJWONdYjTcSjyj,12.92828074,77.4980236,0
325,325,cKuUcmOiFdoBYHZ,12.86023824,77.53468606,0
326,326,SvtadFcxZZhZmXf,13.06081483,77.52375147,0
327,327,oLLotcExJdQqFbd,13.06051125,77.69009643,0
328,328,ikONQSMkWmihgjP,12.88413118,77.44672143,0
329,329,FkgmdXfQWFLiMCw,12.990572,77.5568528,0
330,330,KmmBqkaneOFwVfW,12.88258121,77.51129916,0
331,331,qyYbtMGMOuVbnxA,12.92187038,77.58995305,0
332,332,btzGHZDqWolXMWe,13.08853262,77.55927266,0
333,333,vfSyjUIajJLcGeu,12.97721175,77.47490206,0
334,334,GfSfNIaFCpgpBes,12.88060337,77.66553239,0
335,335,PJzoRUmbXOEGjGH,13.07758505,77.62937571,0
336,336,DixjOhqtvAdiSWg,12.90307645,77.73529386,0
337,337,ZbRlYFHJZlemlcg,12.86041072,77.7012641,0
338,338,bVWuJHPDKrkGyqG,13.00562174,77.47403696,0
339,339,WEeegLYYvdQftC,12.97894562,77.67529068,1.0
340,340,WEeeTgLYYvdQftC,12.97951229,77.67509942,1.0
341,341,ytuqkpYPdwphopm,13.02369942,77.52356917,0
342,342,YfxWxCKlmeOQrN,12.99573772,77.46042725,1.0
343,343,YfxWxCKllmeOQrN,12.99657891,77.46102703,1.0
344,344,MrjYiKFDVosaAjL,13.08656082,77.7012288,0
345,345,qdUtWNBvbtuZnil,12.94787281,77.47705011,0
346,346,DBDGxHfguqOEbop,12.98864582,77.53089514,0
347,347,CLUfDxWsNRlwZHg,13.04345919,77.60418237,0
348,348,OCLSBShQbPRvpgU,13.03285703,77.49677652,0
349,349,YfiGoOwmnQLyjRi,12.90693182,77.54691737,0
350,350,YApDJtqauwNgAHN,12.93203102,77.73580676,0
351,351,oEJllKszAxQaEaY,13.02054676,77.5931313,0
352,352,QkMhLEJVsvkOWIp,12.94894245,77.50384472,0
353,353,VLHkwWryfdbdhHN,13.04137236,77.50291044,0
354,354,woLNuGHIyFutqqT,13.03083027,77.68109205,0
355,355,ttjpAppqdIOtlgFD,13.0077761,77.53102153,1.0
356,356,ttjpAppqdIOtlgF,13.00868142,77.53104197,1.0
357,357,mZYydyyDPPpPzuvQ,13.08197032,77.64048601,1.0
358,358,mZYydyyDPPpPzuv,13.08261148,77.64135174,1.0
359,359,iUcpSxGJjDRaZCq,13.0696309,77.70391191,0
360,360,KdxeZrLpKWPOHiO,13.04868728,77.46036519,0
361,361,DiAlBOqofqXTfiT,13.0613306,77.65465874,0
362,362,qYiNGLQDcCBbBNr,12.85350481,77.54323262,0
363,363,bzzaIJThXyJXbor,12.85624255,77.54152273,0
364,364,nrfjoBfdogrQQxd,12.93277823,77.57048618,0
365,365,QkwzQyaQqYbgzoP,12.93000103,77.51117383,0
366,366,cgWUWBJqaVrOolO,13.08576646,77.65233989,0
367,367,eZVvqYradDFHGWy,13.06230781,77.49254698,0
368,368,InXyxxYvuOtrwxBz,12.95902623,77.45580673,1.0
369,369,InXyxxYvuOtrwxB,12.95939381,77.45516488,1.0
370,370,jJVysWnvThEfVN,13.08383292,77.72253068,1.0
371,371,jEJVysWnvThEfVN,13.08456671,77.72250142,1.0
372,372,QcmbKHLRVzKopHoz,13.09475997,77.54369529,1.0
373,373,QcmbKHLRVzKopHo,13.09444933,77.54468402,1.0
374,374,uOfuqQKCfUvxLHzl,13.02864674,77.54081547,1.0
375,375,uOfuqQKCfUvxLHz,13.0281528,77.54018141,1.0
376,376,ZqvgwmPEoXzgQv,12.88636709,77.57976963,1.0
377,377,ZlqvgwmPEoXzgQv,12.88717757,77.58021503,1.0
378,378,yLlHSCHUezLTStAe,13.00426458,77.56316646,1.0
379,379,yLlHSCHUezLTStA,13.00485957,77.5638384,1.0
380,380,CrCgXFmgUzERwQn,13.07128627,77.54734298,0
381,381,zpVccYFOysOPBb,12.95258127,77.59260231,1.0
382,382,zpVccYFOcysOPBb,12.95173792,77.59243374,1.0
383,383,bbyIrLxZerivvyH,12.90954011,77.73538139,0
384,384,OhvhIuhUeIhJVxE,12.8666725,77.65034939,0
385,385,OlBYPNYBsPdUWIL,13.03715709,77.61938457,0
386,386,jAuCBcIOebjPtL,13.06804311,77.58078352,1.0
387,387,jAuCBcIOJebjPtL,13.06851383,77.58094941,1.0
388,388,SPGFVLoTKeaphGl,13.07265733,77.60297409,0
389,389,LQfhhHnoOZxXJZE,13.08995726,77.69899533,0
390,390,NjvldpTqMFjNvMv,13.0196115,77.61659045,0
391,391,UHvHflhMWGpvEzuo,12.92682368,77.58184944,1.0
392,392,UHvHflhMWGpvEzu,12.92597395,77.58158328,1.0
393,393,jPKsYKmnRlcIteL,12.96581469,77.52693339,0
394,394,BoJCqoJklxplftqF,13.04119265,77.47023635,1.0
395,395,BoJCqoJklxplftq,13.04176717,77.47074862,1.0
396,396,YWceWqRLvizUsFW,13.00689469,77.57664271,0
397,397,abPUkveuBTZyvNQ,13.02766485,77.68831149,0
398,398,eXmTPoTnqAZhYnV,12.98082922,77.67176533,0
399,399,xSqLSOLKrljikUy,13.09303929,77.50405508,0
400,400,tlRKGSfyXpdnszG,12.98710594,77.66757001,0
401,401,riKAKZfpzWWgqEC,12.88814807,77.49578211,0
402,402,UaNAjlVwovchJv,12.85776744,77.55587184,1.0
403,403,UaNAjlVmwovchJv,12.85746869,77.55611115,1.0
404,404,SYgrIhsaCxBHBh,12.92522869,77.53493873,1.0
405,405,SYgOrIhsaCxBHBh,12.92609061,77.53502269,1.0
406,406,RXWHxGrDCilrNTm,12.87818457,77.67181096,0
407,407,LUCJDdIUoXjSdke,12.99129092,77.46277797,0
408,408,GGyIQNLuyQuVsao,12.97687331,77.67744447,0
409,409,kjLLmhjgfgWBGfn,13.07842485,77.60425564,0
410,410,wWunSrwPQqAqciY,13.00494991,77.59111131,0
